Candidate,Party,Criminal Cases,Education,Age,City
Gumjum Haider,AITC,0,Graduate,36,ARUNACHAL WEST
Habung Payeng,AAP,0,Post Graduate,56,ARUNACHAL WEST
Jalley Sonam,PPA,0,10th Pass,33,ARUNACHAL WEST
Subu Kechi,IND, 1 ,Graduate Professional,40,ARUNACHAL WEST
Taba Taku,Lok Bharati,0,Graduate,34,ARUNACHAL WEST
Takam Sanjoy,INC,0,Graduate,47,ARUNACHAL WEST
Biren Singh Engti,INC,0,Post Graduate,74,AUTONOMOUS DISTRICT
Ashweng J. Rengma,JMM,0,10th Pass,56,AUTONOMOUS DISTRICT
Chomang Kro,IND,0,Graduate,48,AUTONOMOUS DISTRICT
Joy Ram Engleng,BJP,0,10th Pass,54,AUTONOMOUS DISTRICT
Pratima Engheepi,CPI(ML)L,0,Graduate,39,AUTONOMOUS DISTRICT
Siraj Uddin Ajmal,AIUDF,0,Graduate,57,BARPETA
Abul Awal,SP,0,12th Pass,42,BARPETA
Barun Karmakar,IND,0,12th Pass,36,BARPETA
Bhadreswar Barman,IND,0,12th Pass,40,BARPETA
Dr. Pervez Ali Ahmed,AITC,0,Graduate Professional,65,BARPETA
Entaz Ali,Lok Bharati,0,8th Pass,51,BARPETA
Gautam Kumar Sarma,IND,0,Post Graduate,51,BARPETA
Ismail Hussain,INC,0,Post Graduate,60,BARPETA
Kamal Uddin,IND,0,Literate,66,BARPETA
Khurshida Anowara Begum,SUCI(C),0,Post Graduate,62,BARPETA
Md. Dilir Khan,IND,0,Graduate,45,BARPETA
Phani Bhusan Choudhury,AGP,0,Graduate,62,BARPETA
Samsul Hoque,IND,0,8th Pass,53,BARPETA
Shri Chandra Mohan Patowari,BJP,0,Post Graduate,56,BARPETA
Uddhab Barman,CPI(M),0,Graduate Professional,70,BARPETA
Badruddin Ajmal,AIUDF, 1 ,Post Graduate,50,DHUBRI
Ali Hussain,IND,0,Graduate,36,DHUBRI
Anowar Hussain,AGP,0,Graduate,45,DHUBRI
Azmal Hussain,AAP,0,12th Pass,53,DHUBRI
Dr. Debomoy Sanyal,BJP,0,Post Graduate,55,DHUBRI
Kashem Ali Akonda,IND,0,12th Pass,30,DHUBRI
Kasir Uddin Sk.,IUML,0,12th Pass,63,DHUBRI
Mohar Uddin Mondal,IND,0,Graduate Professional,44,DHUBRI
Mohendra Chandra Roy,IND,0,8th Pass,43,DHUBRI
Monirul Hussain,IND,0,12th Pass,30,DHUBRI
Ram Ekbal Shahani,IND,0,5th Pass,62,DHUBRI
Surat Jaman Mondal,SUCI(C),0,Others,60,DHUBRI
Wazed Ali Choudhury,INC,0,Graduate,52,DHUBRI
Yousub Ali Ahmed,SP,0,12th Pass,66,DHUBRI
Zesmina Khatun,AITC,0,12th Pass,26,DHUBRI
Rameshwar Teli,BJP,0,10th Pass,43,DIBRUGARH
Anup Phukon,AGP,0,Post Graduate,56,DIBRUGARH
Cheni Ram Moran,AIFB,0,10th Pass,48,DIBRUGARH
Navajyoti Kalita,AITC,0,10th Pass,36,DIBRUGARH
Paban Singh Ghatowar,INC,0,Graduate,62,DIBRUGARH
Subhas Sen,CPI(ML)L,0,12th Pass,64,DIBRUGARH
Smt. Bijoya Chakraborty,BJP,0,Post Graduate,75,GAUHATI
Ajad Ali,IND,0,Others,43,GAUHATI
Anil Bhagawati,IND, 2 ,Doctorate,40,GAUHATI
Bandana Barman Baruah,SP,0,Graduate,30,GAUHATI
Benedict Alok Areng,IND, 1 ,10th Pass,68,GAUHATI
Birendra Prasad Baishya,AGP,0,Post Graduate,57,GAUHATI
Faruk Aahammed Bhuyan,IND, 1 ,Doctorate,40,GAUHATI
Gopi Baruah,Lok Bharati,0,8th Pass,44,GAUHATI
Gopi Nath Das,AIUDF,0,Graduate,53,GAUHATI
Kazi Nekib Ahmed,Regional Democratic Secular Congress,0,Graduate,55,GAUHATI
Khargeswar Das,IND,0,8th Pass,43,GAUHATI
Md. Zakir Hussain,IND,0,12th Pass,47,GAUHATI
Pradip Kalita,IND,0,12th Pass,45,GAUHATI
Pranjal Bordoloy,AAP,0,Graduate,43,GAUHATI
Shri Manash Borah,INC,0,Graduate Professional,33,GAUHATI
Sri Biju Phukan,AITC,0,Graduate,66,GAUHATI
Sri Dhiraj Medhi,IND,0,10th Pass,40,GAUHATI
Sri Padmeshwar Phukan,IND,0,10th Pass,56,GAUHATI
Kamakhya Prasad Tasa,BJP,0,Post Graduate,38,JORHAT
Bijoy Krishna Handique,INC,0,Post Graduate,82,JORHAT
Drupad Borgohain,CPI,0,Graduate,68,JORHAT
Gunin Basumatari,SP,0,Graduate Professional,62,JORHAT
Horen Borgohain,AIFB,0,Post Graduate,37,JORHAT
Manorom Gogoi,AAP,0,Post Graduate,44,JORHAT
Nasir Ahmed,AIUDF,0,Graduate,52,JORHAT
Prodip Hazarika,AGP,0,Post Graduate,61,JORHAT
Rajkumar Dowarah,IND,0,Graduate,43,JORHAT
Ribulaya Gogoi,AITC,0,10th Pass,32,JORHAT
Gourav Gogoi,INC,0,Post Graduate,31,KALIABOR
Arup Kumar Mahanta,CPI(ML)L,0,Graduate,43,KALIABOR
Bijoy Kr. Tiru,AIUDF,0,Graduate,63,KALIABOR
Binod Gogoi,IND,0,Graduate,43,KALIABOR
Dr. Arun Kr. Sarmah,AGP,0,Doctorate,57,KALIABOR
Jinti Gogoi,AAP,0,Graduate,39,KALIABOR
Jiten Gogoi,IND, 1 ,8th Pass,52,KALIABOR
Mantu Saikia,IND,0,10th Pass,34,KALIABOR
Mithual Kumar,AIFB,0,8th Pass,41,KALIABOR
Mrinal Kumar Saikia,BJP,0,Post Graduate,46,KALIABOR
Rahmat Ullah,IND,0,Graduate Professional,30,KALIABOR
Sahaba Ahmed,IND,0,Graduate Professional,39,KALIABOR
Samsul Alam,AITC,0,Graduate,32,KALIABOR
Radheshyam Biswas,AIUDF,0,12th Pass,59,KARIMGANJ
Goutam Malakar,IND,0,8th Pass,30,KARIMGANJ
Krishna Das,BJP,0,12th Pass,45,KARIMGANJ
Lalit Mohon Suklabaidya,INC, 2 ,Post Graduate,72,KARIMGANJ
Mohananda Das,IND,0,10th Pass,50,KARIMGANJ
Pintu Malakar,IND,0,12th Pass,43,KARIMGANJ
Pradip Suklabaidya,IND,0,8th Pass,35,KARIMGANJ
Probash Chandra Sarkar,SUCI(C),0,10th Pass,41,KARIMGANJ
Rabindra Nath Choudhury,AGP,0,Graduate Professional,74,KARIMGANJ
Rinku Malakar,SP,0,8th Pass,39,KARIMGANJ
Sabuj Das,IND,0,10th Pass,39,KARIMGANJ
Sajalendu Malakar,IND,0,10th Pass,39,KARIMGANJ
Sanjit Kumar Das,IND,0,10th Pass,39,KARIMGANJ
Sujit Mallick,IND,0,10th Pass,40,KARIMGANJ
Tarun Kumar Das,AAP,0,10th Pass,61,KARIMGANJ
Naba Kumar Sarania,IND, 3 ,12th Pass,45,KOKRAJHAR
Chandan Brahma,BPF,0,Graduate,44,KOKRAJHAR
Ranjit Shekhar Mooshahary,AITC,0,Graduate,68,KOKRAJHAR
Sabda Ram Rabha,IND,0,Graduate Professional,45,KOKRAJHAR
Sansuma Khunggur Bwiswmuthiary,IND,0,Graduate,53,KOKRAJHAR
Urkhao Gwra Brahma,IND,0,12th Pass,51,KOKRAJHAR
Sarbananda Sonowal,BJP,0,Graduate Professional,52,LAKHIMPUR
David Horo,IND,0,10th Pass,36,LAKHIMPUR
Dhebor Gohain Boruah,AITC,0,Graduate Professional,57,LAKHIMPUR
Hariprasad Dihingia,AGP, 2 ,10th Pass,44,LAKHIMPUR
Hem Kanta Miri,SUCI(C),0,Graduate Professional,32,LAKHIMPUR
Hiramoni Deka Sonowal,AAP,0,Doctorate,34,LAKHIMPUR
Hrishikesh Baruah,IND,0,Post Graduate,27,LAKHIMPUR
Keshab Gogoi,IND,0,Graduate,45,LAKHIMPUR
Khairul Islam,IND,0,10th Pass,38,LAKHIMPUR
Mamun Imdadul Haque Chawdhury,AIUDF,0,Post Graduate,34,LAKHIMPUR
Ranee Narah,INC,0,Graduate,50,LAKHIMPUR
Ranjit Singh Gorh,IND,0,Graduate,45,LAKHIMPUR
Tanish Orang,CPI(ML)L,0,8th Pass,45,LAKHIMPUR
Pradan Baruah,BJP,0,12th Pass,51,LAKHIMPUR : BYE ELECTION ON 19-11-2016
Amiya Kumar Handiqui,CPI(M),0,Post Graduate,62,LAKHIMPUR : BYE ELECTION ON 19-11-2016
Dilip Moran,IND,0,12th Pass,49,LAKHIMPUR : BYE ELECTION ON 19-11-2016
Dr. Hema Hari Prasanna Pegu,INC,0,Graduate Professional,47,LAKHIMPUR : BYE ELECTION ON 19-11-2016
Hem Kanta Miri,SUCI(C),0,Graduate Professional,33,LAKHIMPUR : BYE ELECTION ON 19-11-2016
Ramen Deka,BJP,0,Graduate,59,MANGALDOI
Aroon Barooa,Regional Democratic Secular Congress,0,Post Graduate,58,MANGALDOI
Deba Kumar Barman,AITC,0,Others,42,MANGALDOI
Kirip Chaliha,INC,0,Post Graduate,59,MANGALDOI
Madhab Rajbangshi,AGP,0,Graduate Professional,58,MANGALDOI
Namrata Sarma,AAP,0,Post Graduate,34,MANGALDOI
Paresh Baishya,AIUDF, 2 ,Graduate,43,MANGALDOI
Ratul Kumar Choudhury,SP, 1 ,Graduate,47,MANGALDOI
Sahadev Das,BPF,0,Post Graduate,49,MANGALDOI
Sahnur Ali,IND,0,10th Pass,53,MANGALDOI
Shachindra Nath Brahma,IND,0,10th Pass,60,MANGALDOI
Swarnalata Chaliha,SUCI(C),0,Post Graduate,38,MANGALDOI
Rajen Gohain,BJP, 1 ,Graduate Professional,63,NOWGONG
Dipak Kumar Borah,AITC,0,Post Graduate,50,NOWGONG
Dr. Aditya Langthasa,AIUDF,0,Doctorate,48,NOWGONG
Faruk Hazarika,IND,0,5th Pass,42,NOWGONG
Jonjonali Baruah,INC,0,Graduate,55,NOWGONG
Rafiqul Islam,AIFB,0,8th Pass,26,NOWGONG
Selima Sultana,IND,0,10th Pass,28,NOWGONG
Smt. Mridula Barkakoty,AGP,0,Post Graduate,53,NOWGONG
Sushmita Dev,INC, 1 ,Post Graduate,41,SILCHAR
Abdul Mannan Barbhuiya,AAP,0,Graduate,56,SILCHAR
Arunangshu Bhattacharjee,SUCI(C),0,Post Graduate,55,SILCHAR
Bijoy Krishna Nath,AGP,0,Graduate,70,SILCHAR
Jayanta Mallick,IND, 1 ,Graduate,44,SILCHAR
Kabindra Purkayastha,BJP,0,Post Graduate,82,SILCHAR
Kamal Das,IND,0,5th Pass,39,SILCHAR
Kutub Ahmed Mazumder,AIUDF,0,Graduate,74,SILCHAR
Madhu Sudhan Das,IND,0,12th Pass,48,SILCHAR
Nilu Mandol,SHS,0,8th Pass,38,SILCHAR
Nirupam Mandal,IND,0,Graduate Professional,31,SILCHAR
Rashid Ahmed Laskar,SP,0,12th Pass,28,SILCHAR
Rejamond Ali Barbhuiya,CPI(M),0,Graduate Professional,52,SILCHAR
Shuvadip Datta,IND,0,12th Pass,48,SILCHAR
Sukamal Das,IND,0,8th Pass,28,SILCHAR
Upendra Chandra Das,IND,0,8th Pass,44,SILCHAR
Wazid Reja Osmani,AITC,0,Doctorate,35,SILCHAR
Ram Prasad Sarmah,BJP,0,Graduate Professional,58,TEZPUR
Bhupen Kumar Borah,INC,0,Post Graduate,43,TEZPUR
Elias Kujur,IND,0,Graduate Professional,42,TEZPUR
Gopi Chand Shahabadi,AITC,0,Graduate,69,TEZPUR
Joseph Toppo,AGP,0,10th Pass,65,TEZPUR
Khem Raj Chetry,CPI(M),0,12th Pass,55,TEZPUR
Lakshi Kanta Kurmi,CPI(ML)L,0,8th Pass,36,TEZPUR
Moni Kumar Subba,IND, 2 ,8th Pass,56,TEZPUR
Rajen Saikia,AIFB,0,10th Pass,54,TEZPUR
Taslim Uddin,RJD, 4 ,Literate,72,ARARIA
Abdul Rahman,BSP,0,Literate,29,ARARIA
Bidya Nand Paswan,Bahujan Mukti Party,0,12th Pass,61,ARARIA
Chandra Bhushan,AAP,0,Graduate Professional,48,ARARIA
Md Aslam Beg,Janta Dal Rashtravadi, 1 ,12th Pass,35,ARARIA
Pankaj Kishor Mandal,IND, 2 ,10th Pass,34,ARARIA
Pradeep Kumar Singh,BJP, 4 ,10th Pass,48,ARARIA
Rajesh Kumar,Bharat Vikas Morcha,0,10th Pass,46,ARARIA
Ramanand Rishideo,Lok Dal,0,12th Pass,63,ARARIA
Sanjay Kumar Rishidev,CPI(ML)L, 1 ,Literate,32,ARARIA
Sarwat Jahre Ansari,Samajwadi Janata Party (Rashtriya),0,Post Graduate,37,ARARIA
Syed Alamdar Hussain,IND,0,12th Pass,38,ARARIA
Vijay Kumar Mandal,JD(U), 1 ,10th Pass,51,ARARIA
Sarfaraz Alam,RJD, 4 ,Graduate,49,ARARIA : BYE ELECTION ON 11-03-2018
Binit Prakash,IND,0,Graduate Professional,37,ARARIA : BYE ELECTION ON 11-03-2018
Maheshwar Rishi,IND,0,12th Pass,43,ARARIA : BYE ELECTION ON 11-03-2018
Pradeep Kumar Singh,BJP, 3 ,10th Pass,51,ARARIA : BYE ELECTION ON 11-03-2018
Prince Victor,JAP(L), 2 ,Graduate,48,ARARIA : BYE ELECTION ON 11-03-2018
Sudama Singh,Samajwadi Forward Bloc,0,10th Pass,50,ARARIA : BYE ELECTION ON 11-03-2018
Upendra Sahni,Rashtriya Jansambhavna Party,0,Graduate,46,ARARIA : BYE ELECTION ON 11-03-2018
Raj Kumar Singh,BJP,0,Graduate Professional,61,ARRAH
Ashok Ram,IND,0,12th Pass,41,ARRAH
Baijnath Yadav,Bahujan Mukti Party,0,5th Pass,49,ARRAH
Bharat Bhushan Pandey,Akhil Bharatiya Jan Sangh,0,Doctorate,40,ARRAH
Dr. Surendra Kumar Prasad,AAP,0,Post Graduate,59,ARRAH
Gopal Singh,IND,0,10th Pass,73,ARRAH
Meena,JD(U),0,Graduate,49,ARRAH
Raju Yadav,CPI(ML)L, 1 ,Post Graduate,31,ARRAH
Ramesh Chandra Badal,BSP, 1 ,Literate,59,ARRAH
Shambhu Prasad Sharma,Hindustan Vikas Dal,0,Graduate Professional,61,ARRAH
Shankar Dayal Paswan,IND, 4 ,Others,49,ARRAH
Sri Bhagwan Singh Kushwaha,RJD, 1 ,10th Pass,48,ARRAH
Sushil Kumar Singh,BJP, 5 ,Post Graduate,48,AURANGABAD
Bagi Kumar Verma,JD(U),0,Graduate,61,AURANGABAD
Durga Thakur,IND,0,10th Pass,55,AURANGABAD
Nikhil Kumar,INC,0,Post Graduate,72,AURANGABAD
Ragini Lata Singh,AAP,0,Post Graduate,49,AURANGABAD
Rakesh Sharma,IND,0,Doctorate,42,AURANGABAD
Ramji Singh,IND,0,Post Graduate,45,AURANGABAD
Rita Devi,SP,0,10th Pass,43,AURANGABAD
Santosh Kumar,BSP, 2 ,Graduate,45,AURANGABAD
Somaru Paswan,IND,0,Literate,58,AURANGABAD
Upendra Nath,Bahujan Mukti Party, 1 ,Post Graduate,46,AURANGABAD
Usha Sharan,Shoshit Samaj Dal, 1 ,Literate,43,AURANGABAD
Vijeet Kumar,IND,0,Graduate,29,AURANGABAD
Jaiprakash Narayan Yadav,RJD, 2 ,Post Graduate,60,BANKA
Akhil Bhartiya Sharma,IND,0,Graduate Professional,48,BANKA
Alimuddin Ansari,IND,0,Others,53,BANKA
Deepak Kumar,SUCI(C),0,12th Pass,35,BANKA
Inderaj Singh Saini,IND,0,10th Pass,70,BANKA
Mahboob Alam Ansari,Bharatiya Momin Front,0,Post Graduate,55,BANKA
Mithilesh Kumar Singh,National Loktantrik Party,0,10th Pass,31,BANKA
Mukesh Kumar Sinha,Bhartiya Ekta Manch Party,0,Doctorate,42,BANKA
Naresh Kumar Priyadarshi,IND,0,Graduate,38,BANKA
Niraj Kumar,AAP,0,12th Pass,43,BANKA
Putul Kumari,BJP, 2 ,Post Graduate,54,BANKA
Sanjay Kumar,BSP, 1 ,10th Pass,58,BANKA
Sanjay Kumar,CPI, 3 ,Post Graduate,50,BANKA
Sargun Sah,IND,0,8th Pass,59,BANKA
Subodh Narayan Jha,AITC,0,Graduate,63,BANKA
Umakant Yadav,Bahujan Mukti Party,0,Graduate Professional,63,BANKA
Viajy Bharti,Rajnaitik Vikalp Party,0,10th Pass,59,BANKA
Bhola Singh,BJP,0,Doctorate,75,BEGUSARAI
Baijnath Paswan,IND,0,Graduate,37,BEGUSARAI
Hari Kant Prasad,Bharatiya Bahujan Congress,0,10th Pass,37,BEGUSARAI
Md Tanveer Hasan,RJD, 1 ,Doctorate,54,BEGUSARAI
Mohammad Javed,IND,0,Literate,44,BEGUSARAI
Pankaj Paswan,IND,0,Post Graduate,29,BEGUSARAI
Pinki Devi,Bahujan Mukti Party, 2 ,12th Pass,28,BEGUSARAI
Rajendra Prasad Singh,CPI, 5 ,Graduate,68,BEGUSARAI
Rajendra Yadav,IND,0,Post Graduate,45,BEGUSARAI
Ram Padarath Yadav,BSP,0,Graduate Professional,47,BEGUSARAI
Sunil Kumar,AAP,0,Post Graduate,56,BEGUSARAI
Sushil Kumar,IND,0,10th Pass,35,BEGUSARAI
Shailesh Kumar Urph Bulo Mandal,RJD, 1 ,12th Pass,38,BHAGALPUR
Abu Qaiser,JD(U), 1 ,Graduate,40,BHAGALPUR
Anand Kumar Jain,IND,0,Graduate Professional,52,BHAGALPUR
Gaurav Kumar Ghosh,National Tiger Party,0,12th Pass,35,BHAGALPUR
Indradeo Kumar Singh,IND,0,Graduate Professional,35,BHAGALPUR
Kumkum Singh,Bharat Vikas Morcha, 1 ,Doctorate,57,BHAGALPUR
Mahadev Kumar,IND, 1 ,10th Pass,57,BHAGALPUR
Naushaba Khanam,BSP, 2 ,10th Pass,33,BHAGALPUR
Nishi Kant Mandal,Bahujan Mukti Party,0,Graduate Professional,28,BHAGALPUR
Pro. Yogendra Mahto,AAP,0,Doctorate,55,BHAGALPUR
Purushottam Choubey,SP, 2 ,10th Pass,47,BHAGALPUR
Ramji Mandal,IND,0,10th Pass,47,BHAGALPUR
Ranjan Kumar,IND,0,8th Pass,31,BHAGALPUR
Rinki Kumari,CPI(ML)(L), 7 ,Post Graduate,30,BHAGALPUR
Sikandar Tanti,IND,0,8th Pass,40,BHAGALPUR
Suman Kumar,IND,0,Graduate,30,BHAGALPUR
Syed Shahnawaz Hussain,BJP,0,10th Pass,45,BHAGALPUR
Viren Das,Sankhyanupati Bhagidari Party,0,Literate,52,BHAGALPUR
Ashwini Kumar Choubey,BJP,0,Graduate,61,BUXAR
Dadan Yadav,BSP, 22 ,10th Pass,50,BUXAR
Indu Singh,CPI(ML)L,0,Graduate Professional,36,BUXAR
Jagadanand Singh,RJD,0,Graduate Professional,70,BUXAR
Lallan Rup Narayan Pathak,IND,0,Doctorate,70,BUXAR
Mokaram Hussain,Suheldev Bhartiya Samaj Party,0,10th Pass,62,BUXAR
Monibur Rahman,Janta Dal Rashtravadi,0,12th Pass,44,BUXAR
Narendra Pratap Singh,IND,0,Post Graduate,33,BUXAR
Pradeep Kumar Prasad,Pragatisheel Manav Samaj Party,0,10th Pass,34,BUXAR
Prashuram Prasad,Bahujan Mukti Party, 1 ,12th Pass,35,BUXAR
Rajendra Kumar Singh Chauhan,Bharat Vikas Morcha,0,Literate,48,BUXAR
Sheo Gopal Chaudhry,IND,0,Graduate,74,BUXAR
Shweta Pathak,AAP,0,Graduate,30,BUXAR
Shyam Lal Singh Kushwaha,JD(U),0,10th Pass,59,BUXAR
Taphir Husain,Hindustan Vikas Dal,0,5th Pass,48,BUXAR
Kirti Azad,BJP, 4 ,Graduate,55,DARBHANGA
Brahmadeo Prasad Karyee,Bajjikanchal Vikas Party,0,Doctorate,61,DARBHANGA
Colonel Lakshmeshwar Mishra,CPI(ML)L,0,Graduate Professional,55,DARBHANGA
"Durganand Mahavir Nayak,",BSP, 2 ,Post Graduate,42,DARBHANGA
"Faizal Ahmad,",Janta Dal Rashtravadi,0,Graduate,28,DARBHANGA
Hriday Narayun Yadav,CPI(M), 2 ,8th Pass,72,DARBHANGA
Jainath,Bahujan Mukti Party,0,10th Pass,33,DARBHANGA
Kedar Kumar Keshav,SHS,0,Post Graduate,46,DARBHANGA
Krishna Kumar Paswan,IND,0,Graduate,29,DARBHANGA
Md. Ali Ashraf Fatmi,RJD,0,Post Graduate,60,DARBHANGA
Prabhat Ranjan Das,AAP,0,Doctorate,56,DARBHANGA
Pradeep Paswan,IND, 1 ,12th Pass,38,DARBHANGA
Praveen Kumar Jha,IND,0,Post Graduate,41,DARBHANGA
"Sadre Alam Khan,",Akhil Bhartiya Mithila Party,0,10th Pass,65,DARBHANGA
Sanjay Kumar Jha,JD(U),0,Post Graduate,46,DARBHANGA
Hari Manjhi,BJP, 1 ,8th Pass,51,GAYA
Ashok Kumar,JMM,0,Post Graduate,0,GAYA
Bhuneswar Das,Rashtriya Ahinsa Manch,0,Literate,50,GAYA
Dev Kumar Choudhary,IND,0,Graduate Professional,39,GAYA
Dhananjay Kishore,AAP,0,Graduate Professional,38,GAYA
Indra Deo Choudhary,Bahujan Mukti Party,0,10th Pass,40,GAYA
Jitan Ram Manjhi,JD(U),0,Graduate,68,GAYA
Kapil Choudhary,AITC,0,12th Pass,44,GAYA
Mamta Kumari,SP,0,12th Pass,33,GAYA
Niranjan Kumar,CPI(ML)L, 2 ,Graduate,40,GAYA
Ramji Manjhi,RJD,0,Graduate,54,GAYA
Shiv Kumar Kant,BSP,0,Graduate,64,GAYA
Shiv Shankar Kumar,Bharat Bhrashtachar Mitao Party,0,Graduate,38,GAYA
Janak Ram,BJP, 2 ,Post Graduate,42,GOPALGANJ
Anil Kumar,JD(U),0,Graduate,46,GOPALGANJ
Chandra Deep Ram,BSP, 1 ,Post Graduate,30,GOPALGANJ
Dinanath Manjhi,IND, 1 ,Graduate,0,GOPALGANJ
Dr Jyoti Bharti,INC, 3 ,Doctorate,58,GOPALGANJ
Jaleswarnath Ram,Bahujan Mukti Party,0,12th Pass,47,GOPALGANJ
Jitendra Manjhi,CPI(ML)L, 4 ,8th Pass,30,GOPALGANJ
Mudrika Baita,IND,0,Graduate,42,GOPALGANJ
Ram Kumar Manjhi,IND,0,Graduate,34,GOPALGANJ
Ramashankar Ram,Rashtriya Jan-Jagram Morcha,0,Graduate Professional,48,GOPALGANJ
Satendra Baitha,IND,0,10th Pass,35,GOPALGANJ
Sunita Kumar,SP,0,Graduate,46,GOPALGANJ
Surendra Paswan,Rashtriya Bahujan Congress Party,0,Post Graduate,33,GOPALGANJ
Surendra Ram,Bharatiya Ekta Dal,0,Literate,46,GOPALGANJ
Ram Vilas Paswan,LJP, 2 ,Post Graduate,67,HAJIPUR
Dhaneshwar Ram,BSP,0,Graduate,67,HAJIPUR
Dinanath Ram,IND,0,10th Pass,43,HAJIPUR
Raj Kumar Paswan,AAP,0,12th Pass,27,HAJIPUR
Ram Sundar Das,JD(U),0,10th Pass,93,HAJIPUR
Randhir Kumar Ram,Bajjikanchal Vikas Party,0,Graduate,32,HAJIPUR
Rina Ragni,Bahujan Mukti Party,0,Graduate,37,HAJIPUR
Sanjeev Prasad Toni,INC, 2 ,10th Pass,57,HAJIPUR
Satya Narayan Paswan,AIFB, 1 ,5th Pass,48,HAJIPUR
Suresha Paswan,IND,0,10th Pass,48,HAJIPUR
Ujjawal Kant Hunkar,Bharatiya Momin Front,0,Graduate,49,HAJIPUR
Upendra Ram,IND,0,12th Pass,41,HAJIPUR
Veerchandra Paswan,SP, 2 ,Post Graduate,50,HAJIPUR
Vidhanchandra Rana,Samajwadi Janata Party (Rashtriya),0,Graduate,38,HAJIPUR
Vifiya Devi Urf Vikiya Devi,IND,0,Literate,30,HAJIPUR
Dr. Arun Kumar,Rashtriya Lok Samta Party, 1 ,Doctorate,55,JAHANABAD
Anil Kumar Sharma,JD(U), 1 ,Doctorate,50,JAHANABAD
Arjun Thakur,IND,0,Post Graduate,52,JAHANABAD
Chandrabhushan Sharma,AAP,0,Doctorate,64,JAHANABAD
Mananjay Kumar,IND,0,Graduate,31,JAHANABAD
Manju Devi,Krantikari Vikas Dal, 1 ,Literate,51,JAHANABAD
Md. Istiyak,AITC, 2 ,Graduate Professional,49,JAHANABAD
Narendar Kumar,SHS,0,Graduate,34,JAHANABAD
Nityanand Singh,IND, 2 ,Literate,39,JAHANABAD
Prashuram Bind,Bahujan Mukti Party,0,Graduate,72,JAHANABAD
Rahul Ranjan,JMM,0,Graduate,27,JAHANABAD
Ramadhar Chaudhary,CPI(ML)L, 3 ,10th Pass,58,JAHANABAD
Ravindra Kumar,BSP, 1 ,Graduate,40,JAHANABAD
Suday Yadav,IND,0,10th Pass,26,JAHANABAD
Surendra Prasad Yadav,RJD, 3 ,Not Given,56,JAHANABAD
Chirag Kumar Paswan,LJP,0,12th Pass,32,JAMUI
Binod Kumar Das,AAP, 1 ,12th Pass,34,JAMUI
Brahmadav Anand Paswan,BSP,0,12th Pass,58,JAMUI
Dilip Paswan,IND,0,10th Pass,30,JAMUI
Jai Prakash Das,CPI(ML)L,0,8th Pass,61,JAMUI
Manoj Kumar Manjhi,IND,0,12th Pass,32,JAMUI
Subhash Paswan,IND,0,Not Given,45,JAMUI
Sudhansu Shekhar Bhaskar,RJD,0,Doctorate,46,JAMUI
Uday Narain Choudhary,JD(U),0,Graduate,61,JAMUI
Upendra Ravidas,JMM,0,10th Pass,35,JAMUI
Vishun Chaudhary,SHS,0,8th Pass,56,JAMUI
Birendra Kumar Chaudhary,BJP,0,Post Graduate,60,JHANJHARPUR
Akthaar Ali,Jai Prakash Janata Dal,0,Graduate,44,JHANJHARPUR
Awdhesh Kumar Shingh,IND,0,Graduate,46,JHANJHARPUR
Barun Kumar Jha,IND,0,Graduate Professional,52,JHANJHARPUR
Bighnesh Bhagat,Bahujan Mukti Party,0,Graduate,41,JHANJHARPUR
Bipin Kumar Jha,Bharat Vikas Morcha,0,Graduate,35,JHANJHARPUR
Chandramohan Jha,IND, 3 ,Doctorate,59,JHANJHARPUR
Chhedi Ram,IND,0,Literate,35,JHANJHARPUR
Davendra Prasad Yadav,JD(U),0,Graduate,58,JHANJHARPUR
Dr. Binay Kumar Jha,IND,0,Graduate Professional,56,JHANJHARPUR
Haidar,VANCHITSAMAJ INSAAF PARTY, 3 ,Others,49,JHANJHARPUR
Ibrahim Abbasi,IND,0,5th Pass,36,JHANJHARPUR
Janak Roy,IND,0,Literate,71,JHANJHARPUR
Mangni Lal Mandal,RJD, 3 ,Post Graduate,65,JHANJHARPUR
Manilal Sahu,BSP,0,5th Pass,69,JHANJHARPUR
Md. Faiyaz Khan,Janta Dal Rashtravadi,0,Post Graduate,45,JHANJHARPUR
Pawan Kumar,IND,0,Graduate,37,JHANJHARPUR
Ram Chandra Safi,IND,0,10th Pass,47,JHANJHARPUR
Tiliya Devi,AAP, 1 ,Literate,66,JHANJHARPUR
Upendra Kushwaha,Rashtriya Lok Samta Party, 4 ,Post Graduate,51,KARAKAT
Bhairaw Dayal Singh,IND,0,Post Graduate,70,KARAKAT
Dinesh Kumar,Bahujan Mukti Party, 1 ,Doctorate,34,KARAKAT
Ghulam Kundanam,AAP, 1 ,Graduate Professional,43,KARAKAT
Imran Ali,IND,0,Graduate,27,KARAKAT
Kanti Singh,RJD, 4 ,Graduate,59,KARAKAT
Mahabali Singh,JD(U), 5 ,8th Pass,59,KARAKAT
Md. Dilbas Ansari,IND,0,Post Graduate,62,KARAKAT
Pradeep Kumar Joshi,Rashtra Sewa Dal, 21 ,12th Pass,45,KARAKAT
Raja Ram Singh,CPI(ML)L, 4 ,Graduate Professional,58,KARAKAT
Rajani Dubey,Akhil Bharatiya Jan Sangh,0,Graduate,41,KARAKAT
